job_id,identity,script,dataset,model,condition,seed,required_input,status,arguments,depends_on
J192,continual:continual:S2P2:sequential:47:,evaluate_continual_S2P2_sequential.py,continual,S2P2,sequential,47,Datasets/CL/hm_continual_v2,pending,,
J193,continual:continual:AttNHP:sequential:7:,evaluate_continual_AttNHP_sequential.py,continual,AttNHP,sequential,7,Datasets/CL/hm_continual_v2,pending,,
J194,continual:continual:AttNHP:sequential:17:,evaluate_continual_AttNHP_sequential.py,continual,AttNHP,sequential,17,Datasets/CL/hm_continual_v2,pending,,
J195,continual:continual:AttNHP:sequential:27:,evaluate_continual_AttNHP_sequential.py,continual,AttNHP,sequential,27,Datasets/CL/hm_continual_v2,pending,,
J196,continual:continual:AttNHP:sequential:37:,evaluate_continual_AttNHP_sequential.py,continual,AttNHP,sequential,37,Datasets/CL/hm_continual_v2,pending,,
J197,continual:continual:AttNHP:sequential:47:,evaluate_continual_AttNHP_sequential.py,continual,AttNHP,sequential,47,Datasets/CL/hm_continual_v2,pending,,
J198,continual:continual:S2P2:joint:7:,evaluate_continual_S2P2_joint.py,continual,S2P2,joint,7,Datasets/CL/hm_continual_v2,pending,,
J199,continual:continual:S2P2:joint:17:,evaluate_continual_S2P2_joint.py,continual,S2P2,joint,17,Datasets/CL/hm_continual_v2,pending,,
J200,continual:continual:S2P2:joint:27:,evaluate_continual_S2P2_joint.py,continual,S2P2,joint,27,Datasets/CL/hm_continual_v2,pending,,
J201,continual:continual:S2P2:joint:37:,evaluate_continual_S2P2_joint.py,continual,S2P2,joint,37,Datasets/CL/hm_continual_v2,pending,,
J202,continual:continual:S2P2:joint:47:,evaluate_continual_S2P2_joint.py,continual,S2P2,joint,47,Datasets/CL/hm_continual_v2,pending,,
J203,continual:continual:AttNHP:joint:7:,evaluate_continual_AttNHP_joint.py,continual,AttNHP,joint,7,Datasets/CL/hm_continual_v2,pending,,
J204,continual:continual:AttNHP:joint:17:,evaluate_continual_AttNHP_joint.py,continual,AttNHP,joint,17,Datasets/CL/hm_continual_v2,pending,,
J205,continual:continual:AttNHP:joint:27:,evaluate_continual_AttNHP_joint.py,continual,AttNHP,joint,27,Datasets/CL/hm_continual_v2,pending,,
J206,continual:continual:AttNHP:joint:37:,evaluate_continual_AttNHP_joint.py,continual,AttNHP,joint,37,Datasets/CL/hm_continual_v2,pending,,
J207,continual:continual:AttNHP:joint:47:,evaluate_continual_AttNHP_joint.py,continual,AttNHP,joint,47,Datasets/CL/hm_continual_v2,pending,,
J208,continual:continual:S2P2:replay:7:,evaluate_continual_S2P2_replay.py,continual,S2P2,replay,7,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_7,J071
J209,continual:continual:S2P2:replay:17:,evaluate_continual_S2P2_replay.py,continual,S2P2,replay,17,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_17,J072
J210,continual:continual:S2P2:replay:27:,evaluate_continual_S2P2_replay.py,continual,S2P2,replay,27,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_27,J073
J211,continual:continual:S2P2:replay:37:,evaluate_continual_S2P2_replay.py,continual,S2P2,replay,37,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_37,J074
J212,continual:continual:S2P2:replay:47:,evaluate_continual_S2P2_replay.py,continual,S2P2,replay,47,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_47,J075
J213,continual:continual:AttNHP:replay:7:,evaluate_continual_AttNHP_replay.py,continual,AttNHP,replay,7,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_7,J071
J214,continual:continual:AttNHP:replay:17:,evaluate_continual_AttNHP_replay.py,continual,AttNHP,replay,17,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_17,J072
J215,continual:continual:AttNHP:replay:27:,evaluate_continual_AttNHP_replay.py,continual,AttNHP,replay,27,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_27,J073
J216,continual:continual:AttNHP:replay:37:,evaluate_continual_AttNHP_replay.py,continual,AttNHP,replay,37,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_37,J074
J217,continual:continual:AttNHP:replay:47:,evaluate_continual_AttNHP_replay.py,continual,AttNHP,replay,47,Datasets/CL/hm_continual_v2,pending,--hm-resource-root results/continual/HM/full/seed_47,J075
